metric_item_label,metric_cat_label,metric_item_label_subtitle,metric_cat_item_yaxis_label,geo_label_city,geo_label_state,geo_fips_code,value,date_label,geo_label_proxy_or_real,value_95_ci_low,value_95_ci_high,geo_strata_region,geo_strata_poverty,geo_strata_Population,geo_strata_PopDensity,geo_strata_Segregation,strata_race_label,strata_sex_label,persons_or_years
4.0,3.0,4.0,1.0,32.0,21.0,5363.0,0.00018088199880000001,2014.0,1.0,0.00016317149489999998,0.00020040649640000002,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
9.0,4.0,0.0,1.0,29.0,1.0,666.0,0.00019119057770000002,2016.0,1.0,0.000160549903,0.00022657475130000003,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
3.0,0.0,3.0,1.0,4.0,4.0,1714.0,0.0002268881105,2013.0,1.0,0.0001882677414,0.0002721185707,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
4.0,3.0,4.0,1.0,7.0,20.0,4819.0,0.0001707281634,2012.0,1.0,0.0001337595721,0.00021566623469999999,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
2.0,0.0,6.0,1.0,1.0,8.0,2404.0,0.003177078304,2011.0,1.0,0.0030957681450000003,0.003260167194,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9.0,4.0,0.0,1.0,29.0,1.0,666.0,0.0002543588856,2014.0,1.0,0.0001940246749,0.0003293872498,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
7.0,0.0,7.0,1.0,33.0,0.0,477.0,0.002202382893,2010.0,1.0,0.00211317701,0.002294769189,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4.0,3.0,4.0,1.0,7.0,20.0,4819.0,0.0001538489634,2020.0,1.0,0.00011475601879999999,0.0002034910702,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
4.0,3.0,4.0,1.0,25.0,18.0,4260.0,0.00018025415630000001,2017.0,1.0,0.0001364903157,0.00023402381949999998,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
4.0,3.0,4.0,1.0,20.0,22.0,5553.0,0.0003402287614,2016.0,1.0,0.00027828174279999996,0.0004128580803,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0
5.0,4.0,5.0,1.0,16.0,1.0,643.0,0.0001602114096,2011.0,1.0,0.0001128262923,0.00022309051100000003,3.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0
14.0,1.0,9.0,1.0,31.0,1.0,668.0,0.0001042987031,2013.0,1.0,8.909990719e-05,0.0001215503049,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
12.0,4.0,11.0,1.0,9.0,9.0,2622.0,0.00020164010699999998,2015.0,1.0,0.0001697553925,0.0002384253458,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0
13.0,3.0,14.0,1.0,33.0,0.0,477.0,0.00031326619959999997,2018.0,1.0,0.0002565347547,0.0003798856352,3.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0
14.0,1.0,9.0,1.0,7.0,20.0,4819.0,0.00012373142339999998,2013.0,1.0,0.0001076660999,0.0001417469653,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,0.0,6.0,1.0,3.0,12.0,3712.0,0.001337380217,2014.0,1.0,0.0008660594849,0.002015796849,2.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0
9.0,4.0,0.0,1.0,4.0,4.0,1714.0,0.0003389731058,2010.0,1.0,0.0003118115907,0.0003680276124,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
12.0,4.0,11.0,1.0,25.0,18.0,4260.0,3.3055442570000004e-05,2014.0,1.0,1.598143541e-05,6.166702236e-05,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,2.0,5.0,15.0,3916.0,22.18090436,2020.0,1.0,18.05338416,27.11528564,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
7.0,0.0,7.0,1.0,25.0,18.0,4260.0,0.000827501443,2019.0,1.0,0.0006811816772999999,0.0009975719491,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
